Monthly mean sea levels with the average seasonal cycle removed.
The values are in meters relative to the most recent Mean Sea Level datum established by CO-OPS.
Column values are the Year; Month; Monthly Mean; Relative Sea Level Trend Line; Higher 95% Confidence Interval; and Lower 95% Confidence Interval.
Product of NOAAs National Ocean Service / Center for Operational Oceanographic Products and Services (CO-OPS)

Year, Month, Monthly_MSL, Linear_Trend, High_Conf., Low_Conf.
1971,12,-0.022,-0.039,-0.035,-0.044,
1972,1,-0.052,-0.039,-0.035,-0.044,
1972,2,-0.000,-0.039,-0.035,-0.043,
1972,3,0.035,-0.039,-0.034,-0.043,
1972,4,0.019,-0.038,-0.034,-0.043,
1972,5,0.019,-0.038,-0.034,-0.043,
1972,6,0.017,-0.038,-0.034,-0.042,
1972,7,-0.012,-0.038,-0.033,-0.042,
1972,8,-0.039,-0.037,-0.033,-0.042,
1972,9,0.006,-0.037,-0.033,-0.042,
1972,10,-0.050,-0.037,-0.033,-0.041,
1972,11,0.056,-0.037,-0.032,-0.041,
1972,12,0.045,-0.036,-0.032,-0.041,
1973,1,0.025,-0.036,-0.032,-0.041,
1973,2,0.025,-0.036,-0.032,-0.040,
1973,3,0.050,-0.036,-0.031,-0.040,
1973,4,0.037,-0.035,-0.031,-0.040,
1973,5,0.016,-0.035,-0.031,-0.040,
1973,6,-0.032,-0.035,-0.031,-0.039,
1973,7,0.028,-0.035,-0.030,-0.039,
1973,8,0.025,-0.034,-0.030,-0.039,
1973,9,-0.012,-0.034,-0.030,-0.039,
1973,10,-0.047,-0.034,-0.030,-0.038,
1973,11,-0.066,-0.034,-0.029,-0.038,
1973,12,-0.028,-0.034,-0.029,-0.038,
1974,1,-0.021,-0.033,-0.029,-0.038,
1974,2,-0.015,-0.033,-0.029,-0.037,
1974,3,-0.073,-0.033,-0.028,-0.037,
1974,4,-0.033,-0.033,-0.028,-0.037,
1974,5,-0.020,-0.032,-0.028,-0.037,
1974,6,-0.029,-0.032,-0.028,-0.036,
1974,7,-0.003,-0.032,-0.027,-0.036,
1974,8,-0.067,-0.032,-0.027,-0.036,
1974,9,-0.003,-0.031,-0.027,-0.036,
1974,10,-0.124,-0.031,-0.027,-0.035,
1974,11,-0.017,-0.031,-0.026,-0.035,
1974,12,-0.007,-0.031,-0.026,-0.035,
1975,1,-0.049,-0.030,-0.026,-0.035,
1975,2,-0.030,-0.030,-0.026,-0.034,
1975,3,-0.045,-0.030,-0.025,-0.034,
1975,4,-0.023,-0.030,-0.025,-0.034,
1975,5,-0.032,-0.029,-0.025,-0.034,
1975,6,-0.017,-0.029,-0.025,-0.034,
1975,7,-0.033,-0.029,-0.024,-0.033,
1975,8,-0.006,-0.029,-0.024,-0.033,
1975,9,-0.043,-0.028,-0.024,-0.033,
1975,10,0.010,-0.028,-0.024,-0.033,
1975,11,0.004,-0.028,-0.023,-0.032,
1975,12,-0.013,-0.028,-0.023,-0.032,
1976,1,-0.030,-0.027,-0.023,-0.032,
1976,2,-0.070,-0.027,-0.023,-0.032,
1976,3,-0.048,-0.027,-0.022,-0.031,
1976,4,-0.023,-0.027,-0.022,-0.031,
1976,5,-0.081,-0.026,-0.022,-0.031,
1976,6,-0.093,-0.026,-0.022,-0.031,
1976,7,-0.009,-0.026,-0.022,-0.030,
1976,8,-0.009,-0.026,-0.021,-0.030,
1976,9,-0.024,-0.025,-0.021,-0.030,
1976,10,-0.063,-0.025,-0.021,-0.030,
1976,11,-0.096,-0.025,-0.021,-0.029,
1976,12,-0.156,-0.025,-0.020,-0.029,
1977,1,-0.082,-0.024,-0.020,-0.029,
1977,2,-0.079,-0.024,-0.020,-0.029,
1977,3,-0.063,-0.024,-0.020,-0.028,
1977,4,-0.109,-0.024,-0.019,-0.028,
1977,5,-0.023,-0.023,-0.019,-0.028,
1977,6,0.014,-0.023,-0.019,-0.028,
1977,7,-0.064,-0.023,-0.019,-0.027,
1977,8,-0.055,-0.023,-0.018,-0.027,
1977,9,0.028,-0.023,-0.018,-0.027,
1977,10,0.001,-0.022,-0.018,-0.027,
1977,11,-0.017,-0.022,-0.018,-0.026,
1977,12,0.054,-0.022,-0.017,-0.026,
1978,1,0.003,-0.022,-0.017,-0.026,
1978,2,0.107,-0.021,-0.017,-0.026,
1978,3,-0.057,-0.021,-0.017,-0.025,
1978,4,0.007,-0.021,-0.016,-0.025,
1978,5,-0.020,-0.021,-0.016,-0.025,
1978,6,-0.066,-0.020,-0.016,-0.025,
1978,7,-0.052,-0.020,-0.016,-0.025,
1978,8,-0.034,-0.020,-0.015,-0.024,
1978,9,-0.021,-0.020,-0.015,-0.024,
1978,10,-0.059,-0.019,-0.015,-0.024,
1978,11,-0.038,-0.019,-0.015,-0.024,
1978,12,-0.043,-0.019,-0.014,-0.023,
1979,1,0.052,-0.019,-0.014,-0.023,
1979,2,-0.052,-0.018,-0.014,-0.023,
1979,3,-0.124,-0.018,-0.014,-0.023,
1979,4,-0.030,-0.018,-0.013,-0.022,
1979,5,-0.048,-0.018,-0.013,-0.022,
1979,6,-0.075,-0.017,-0.013,-0.022,
1979,7,-0.057,-0.017,-0.013,-0.022,
1979,8,-0.023,-0.017,-0.012,-0.021,
1979,9,-0.072,-0.017,-0.012,-0.021,
1979,10,-0.050,-0.016,-0.012,-0.021,
1979,11,-0.105,-0.016,-0.012,-0.021,
1979,12,-0.096,-0.016,-0.011,-0.020,
1980,1,-0.076,-0.016,-0.011,-0.020,
1980,2,-0.033,-0.015,-0.011,-0.020,
1980,3,-0.097,-0.015,-0.011,-0.020,
1980,4,-0.044,-0.015,-0.010,-0.019,
1980,5,0.003,-0.015,-0.010,-0.019,
1980,6,-0.045,-0.014,-0.010,-0.019,
1980,7,-0.049,-0.014,-0.010,-0.019,
1980,8,-0.051,-0.014,-0.009,-0.018,
1980,9,-0.069,-0.014,-0.009,-0.018,
1980,10,-0.047,-0.013,-0.009,-0.018,
1980,11,-0.048,-0.013,-0.009,-0.018,
1980,12,-0.119,-0.013,-0.008,-0.018,
1981,1,-0.125,-0.013,-0.008,-0.017,
1981,2,-0.116,-0.012,-0.008,-0.017,
1981,3,0.017,-0.012,-0.008,-0.017,
1981,4,-0.115,-0.012,-0.007,-0.017,
1981,5,-0.032,-0.012,-0.007,-0.016,
1981,6,-0.038,-0.011,-0.007,-0.016,
1981,7,-0.030,-0.011,-0.007,-0.016,
1981,8,-0.018,-0.011,-0.006,-0.016,
1981,9,0.018,-0.011,-0.006,-0.015,
1981,10,-0.075,-0.011,-0.006,-0.015,
1981,11,0.013,-0.010,-0.006,-0.015,
1981,12,0.030,-0.010,-0.005,-0.015,
1982,1,-0.070,-0.010,-0.005,-0.014,
1982,2,-0.079,-0.010,-0.005,-0.014,
1982,3,-0.100,-0.009,-0.005,-0.014,
1982,4,-0.124,-0.009,-0.004,-0.014,
1982,5,-0.060,-0.009,-0.004,-0.013,
1982,6,0.056,-0.009,-0.004,-0.013,
1982,7,-0.043,-0.008,-0.004,-0.013,
1982,8,-0.058,-0.008,-0.003,-0.013,
1982,9,-0.055,-0.008,-0.003,-0.012,
1982,10,0.017,-0.008,-0.003,-0.012,
1982,11,-0.112,-0.007,-0.003,-0.012,
1982,12,-0.034,-0.007,-0.002,-0.012,
1983,1,-0.024,-0.007,-0.002,-0.011,
1983,2,0.070,-0.007,-0.002,-0.011,
1983,3,0.099,-0.006,-0.002,-0.011,
1983,4,0.068,-0.006,-0.001,-0.011,
1983,5,-0.008,-0.006,-0.001,-0.011,
1983,6,-0.023,-0.006,-0.001,-0.010,
1983,7,0.015,-0.005,-0.001,-0.010,
1983,8,0.009,-0.005,-0.000,-0.010,
1983,9,-0.015,-0.005,-0.000,-0.010,
1983,10,0.010,-0.005,0.000,-0.009,
1983,11,0.080,-0.004,0.000,-0.009,
1983,12,0.003,-0.004,0.001,-0.009,
1984,1,-0.042,-0.004,0.001,-0.009,
1984,2,0.006,-0.004,0.001,-0.008,
1984,3,0.047,-0.003,0.001,-0.008,
1984,4,0.105,-0.003,0.002,-0.008,
1984,5,-0.008,-0.003,0.002,-0.008,
1984,6,0.011,-0.003,0.002,-0.007,
1984,7,-0.027,-0.002,0.002,-0.007,
1984,8,0.018,-0.002,0.003,-0.007,
1984,9,-0.070,-0.002,0.003,-0.007,
1984,10,-0.023,-0.002,0.003,-0.006,
1984,11,-0.008,-0.001,0.003,-0.006,
1984,12,-0.028,-0.001,0.004,-0.006,
1985,1,0.031,-0.001,0.004,-0.006,
1985,2,-0.012,-0.001,0.004,-0.005,
1985,3,-0.051,-0.000,0.004,-0.005,
1985,4,-0.042,-0.000,0.005,-0.005,
1985,5,0.022,0.000,0.005,-0.005,
1985,6,-0.017,0.000,0.005,-0.005,
1985,7,-0.015,0.000,0.005,-0.004,
1985,8,-0.003,0.001,0.006,-0.004,
1985,9,0.003,0.001,0.006,-0.004,
1985,10,-0.054,0.001,0.006,-0.004,
1985,11,0.038,0.001,0.006,-0.003,
1985,12,0.009,0.002,0.007,-0.003,
1986,1,-0.082,0.002,0.007,-0.003,
1986,2,0.022,0.002,0.007,-0.003,
1986,3,-0.085,0.002,0.007,-0.002,
1986,4,0.044,0.003,0.008,-0.002,
1986,5,0.022,0.003,0.008,-0.002,
1986,6,-0.029,0.003,0.008,-0.002,
1986,7,0.012,0.003,0.008,-0.001,
1986,8,-0.033,0.004,0.009,-0.001,
1986,9,-0.049,0.004,0.009,-0.001,
1986,10,-0.017,0.004,0.009,-0.001,
1986,11,-0.072,0.004,0.009,-0.000,
1986,12,-0.043,0.005,0.010,-0.000,
1987,1,0.061,0.005,0.010,0.000,
1987,2,-0.049,0.005,0.010,0.000,
1987,3,0.038,0.005,0.010,0.001,
1987,4,0.062,0.006,0.011,0.001,
1987,5,-0.048,0.006,0.011,0.001,
1987,6,-0.029,0.006,0.011,0.001,
1987,7,-0.003,0.006,0.011,0.001,
1987,8,-0.018,0.007,0.012,0.002,
1987,9,-0.024,0.007,0.012,0.002,
1987,10,-0.057,0.007,0.012,0.002,
1987,11,-0.069,0.007,0.012,0.002,
1987,12,0.039,0.008,0.013,0.003,
1988,1,-0.116,0.008,0.013,0.003,
1988,2,-0.052,0.008,0.013,0.003,
1988,3,-0.076,0.008,0.013,0.003,
1988,4,0.071,0.009,0.014,0.004,
1988,5,-0.026,0.009,0.014,0.004,
1988,6,-0.005,0.009,0.014,0.004,
1988,7,-0.058,0.009,0.014,0.004,
1988,8,-0.033,0.010,0.015,0.005,
1988,9,-0.067,0.010,0.015,0.005,
1988,10,-0.026,0.010,0.015,0.005,
1988,11,-0.045,0.010,0.015,0.005,
1988,12,-0.046,0.011,0.016,0.006,
1989,1,-0.049,0.011,0.016,0.006,
1989,2,-0.073,0.011,0.016,0.006,
1989,3,-0.100,0.011,0.016,0.006,
1989,4,-0.075,0.012,0.017,0.006,
1989,5,-0.035,0.012,0.017,0.007,
1989,6,-0.011,0.012,0.017,0.007,
1989,7,-0.021,0.012,0.017,0.007,
1989,8,-0.003,0.012,0.018,0.007,
1989,9,-0.043,0.013,0.018,0.008,
1989,10,-0.038,0.013,0.018,0.008,
1989,11,-0.032,0.013,0.018,0.008,
1989,12,-0.089,0.013,0.019,0.008,
1990,1,-0.064,0.014,0.019,0.009,
1990,2,-0.058,0.014,0.019,0.009,
1990,3,-0.134,0.014,0.019,0.009,
1990,4,-0.106,0.014,0.020,0.009,
1990,5,0.007,0.015,0.020,0.010,
1990,6,-0.014,0.015,0.020,0.010,
1990,7,-0.039,0.015,0.020,0.010,
1990,8,0.012,0.015,0.021,0.010,
1990,9,0.003,0.016,0.021,0.011,
1990,10,-0.020,0.016,0.021,0.011,
1990,11,0.004,0.016,0.021,0.011,
1990,12,-0.055,0.016,0.022,0.011,
1991,1,-0.018,0.017,0.022,0.012,
1991,2,-0.033,0.017,0.022,0.012,
1991,3,0.066,0.017,0.022,0.012,
1991,4,-0.002,0.017,0.023,0.012,
1991,5,-0.020,0.018,0.023,0.012,
1991,6,0.020,0.018,0.023,0.013,
1991,7,-0.003,0.018,0.023,0.013,
1991,8,-0.000,0.018,0.024,0.013,
1991,9,-0.027,0.019,0.024,0.013,
1991,10,0.026,0.019,0.024,0.014,
1991,11,0.010,0.019,0.024,0.014,
1991,12,-0.007,0.019,0.025,0.014,
1992,1,0.028,0.020,0.025,0.014,
1992,2,0.037,0.020,0.025,0.015,
1992,3,-0.003,0.020,0.025,0.015,
1992,4,0.001,0.020,0.026,0.015,
1992,5,-0.026,0.021,0.026,0.015,
1992,6,0.026,0.021,0.026,0.016,
1992,7,-0.000,0.021,0.026,0.016,
1992,8,-0.021,0.021,0.027,0.016,
1992,9,-0.064,0.022,0.027,0.016,
1992,10,-0.035,0.022,0.027,0.016,
1992,11,-0.035,0.022,0.027,0.017,
1992,12,0.039,0.022,0.028,0.017,
1993,1,-0.015,0.023,0.028,0.017,
1993,2,0.064,0.023,0.028,0.017,
1993,3,-0.020,0.023,0.028,0.018,
1993,4,0.083,0.023,0.029,0.018,
1993,5,0.050,0.023,0.029,0.018,
1993,6,0.001,0.024,0.029,0.018,
1993,7,0.024,0.024,0.029,0.019,
1993,8,0.003,0.024,0.030,0.019,
1993,9,-0.003,0.024,0.030,0.019,
1993,10,-0.035,0.025,0.030,0.019,
1993,11,-0.072,0.025,0.030,0.020,
1993,12,0.033,0.025,0.031,0.020,
1994,1,-0.113,0.025,0.031,0.020,
1994,2,-0.062,0.026,0.031,0.020,
1994,3,-0.011,0.026,0.031,0.021,
1994,4,-0.115,0.026,0.032,0.021,
1994,5,0.019,0.026,0.032,0.021,
1994,6,-0.076,0.027,0.032,0.021,
1994,7,-0.017,0.027,0.032,0.021,
1994,8,-0.030,0.027,0.033,0.022,
1994,9,0.017,0.027,0.033,0.022,
1994,10,-0.034,0.028,0.033,0.022,
1994,11,-0.096,0.028,0.033,0.022,
1994,12,-0.021,0.028,0.034,0.023,
1995,1,-0.020,0.028,0.034,0.023,
1995,2,-0.034,0.029,0.034,0.023,
1995,3,-0.025,0.029,0.034,0.023,
1995,4,-0.058,0.029,0.035,0.024,
1995,5,0.022,0.029,0.035,0.024,
1995,6,-0.063,0.030,0.035,0.024,
1995,7,-0.013,0.030,0.035,0.024,
1995,8,0.023,0.030,0.036,0.025,
1995,9,-0.000,0.030,0.036,0.025,
1995,10,0.012,0.031,0.036,0.025,
1995,11,0.049,0.031,0.036,0.025,
1995,12,0.067,0.031,0.037,0.026,
1996,1,0.085,0.031,0.037,0.026,
1996,2,0.038,0.032,0.037,0.026,
1996,3,-0.005,0.032,0.037,0.026,
1996,4,0.072,0.032,0.038,0.026,
1996,5,0.015,0.032,0.038,0.027,
1996,6,-0.009,0.033,0.038,0.027,
1996,7,0.034,0.033,0.038,0.027,
1996,8,0.007,0.033,0.039,0.027,
1996,9,0.153,0.033,0.039,0.028,
1996,10,0.100,0.034,0.039,0.028,
1996,11,0.061,0.034,0.039,0.028,
1996,12,0.101,0.034,0.040,0.028,
1997,1,0.048,0.034,0.040,0.029,
1997,2,0.017,0.035,0.040,0.029,
1997,3,0.020,0.035,0.040,0.029,
1997,4,0.125,0.035,0.041,0.029,
1997,5,0.008,0.035,0.041,0.030,
1997,6,0.040,0.035,0.041,0.030,
1997,7,0.009,0.036,0.041,0.030,
1997,8,0.030,0.036,0.042,0.030,
1997,9,0.033,0.036,0.042,0.031,
1997,10,0.028,0.036,0.042,0.031,
1997,11,0.084,0.037,0.042,0.031,
1997,12,0.066,0.037,0.043,0.031,
1998,1,0.126,0.037,0.043,0.031,
1998,2,0.196,0.037,0.043,0.032,
1998,3,0.086,0.038,0.043,0.032,
1998,4,0.114,0.038,0.044,0.032,
1998,5,0.120,0.038,0.044,0.032,
1998,6,0.070,0.038,0.044,0.033,
1998,7,0.057,0.039,0.044,0.033,
1998,8,-0.008,0.039,0.045,0.033,
1998,9,0.049,0.039,0.045,0.033,
1998,10,-0.016,0.039,0.045,0.034,
1998,11,-0.024,0.040,0.045,0.034,
1998,12,-0.023,0.040,0.046,0.034,
1999,1,-0.036,0.040,0.046,0.034,
1999,2,0.082,0.040,0.046,0.035,
1999,3,0.024,0.041,0.046,0.035,
1999,4,0.055,0.041,0.047,0.035,
1999,5,0.010,0.041,0.047,0.035,
1999,6,-0.032,0.041,0.047,0.035,
1999,7,0.030,0.042,0.047,0.036,
1999,8,0.046,0.042,0.048,0.036,
1999,9,0.030,0.042,0.048,0.036,
1999,10,-0.022,0.042,0.048,0.036,
1999,11,-0.043,0.043,0.049,0.037,
1999,12,-0.008,0.043,0.049,0.037,
2000,1,0.003,0.043,0.049,0.037,
2000,2,-0.083,0.043,0.049,0.037,
2000,3,0.034,0.044,0.050,0.038,
2000,4,0.029,0.044,0.050,0.038,
2000,5,0.065,0.044,0.050,0.038,
2000,6,0.026,0.044,0.050,0.038,
2000,7,0.066,0.045,0.051,0.039,
2000,8,0.041,0.045,0.051,0.039,
2000,9,0.005,0.045,0.051,0.039,
2000,10,-0.034,0.045,0.051,0.039,
2000,11,0.059,0.046,0.052,0.039,
2000,12,-0.068,0.046,0.052,0.040,
2001,1,0.028,0.046,0.052,0.040,
2001,2,-0.067,0.046,0.052,0.040,
2001,3,0.070,0.046,0.053,0.040,
2001,4,-0.011,0.047,0.053,0.041,
2001,5,0.007,0.047,0.053,0.041,
2001,6,-0.016,0.047,0.053,0.041,
2001,7,0.008,0.047,0.054,0.041,
2001,8,0.008,0.048,0.054,0.042,
2001,9,0.038,0.048,0.054,0.042,
2001,10,0.005,0.048,0.054,0.042,
2001,11,-0.024,0.048,0.055,0.042,
2001,12,0.041,0.049,0.055,0.043,
2002,1,0.004,0.049,0.055,0.043,
2002,2,0.058,0.049,0.055,0.043,
2002,3,-0.090,0.049,0.056,0.043,
2002,4,-0.056,0.050,0.056,0.044,
2002,5,-0.020,0.050,0.056,0.044,
2002,6,-0.005,0.050,0.056,0.044,
2002,7,0.019,0.050,0.057,0.044,
2002,8,0.027,0.051,0.057,0.044,
2002,9,0.044,0.051,0.057,0.045,
2002,10,0.030,0.051,0.057,0.045,
2002,11,0.025,0.051,0.058,0.045,
2002,12,0.052,0.052,0.058,0.045,
2003,1,0.038,0.052,0.058,0.046,
2003,2,-0.080,0.052,0.058,0.046,
2003,3,-0.003,0.052,0.059,0.046,
2003,4,0.023,0.053,0.059,0.046,
2003,5,0.047,0.053,0.059,0.047,
2003,6,0.063,0.053,0.059,0.047,
2003,7,0.046,0.053,0.060,0.047,
2003,8,0.050,0.054,0.060,0.047,
2003,9,0.058,0.054,0.060,0.048,
2003,10,0.013,0.054,0.060,0.048,
2003,11,0.016,0.054,0.061,0.048,
2003,12,0.069,0.055,0.061,0.048,
2004,1,0.004,0.055,0.061,0.048,
2004,2,-0.034,0.055,0.061,0.049,
2004,3,-0.018,0.055,0.062,0.049,
2004,4,0.014,0.056,0.062,0.049,
2004,5,-0.001,0.056,0.062,0.049,
2004,6,0.027,0.056,0.062,0.050,
2004,7,0.044,0.056,0.063,0.050,
2004,8,0.026,0.057,0.063,0.050,
2004,9,0.050,0.057,0.063,0.050,
2004,10,0.126,0.057,0.063,0.051,
2004,11,0.054,0.057,0.064,0.051,
2004,12,0.066,0.058,0.064,0.051,
2005,1,0.081,0.058,0.064,0.051,
2005,2,0.085,0.058,0.064,0.052,
2005,3,0.117,0.058,0.065,0.052,
2005,4,0.131,0.058,0.065,0.052,
2005,5,0.177,0.059,0.065,0.052,
2005,6,0.091,0.059,0.065,0.052,
2005,7,0.091,0.059,0.066,0.053,
2005,8,0.062,0.059,0.066,0.053,
2005,9,0.042,0.060,0.066,0.053,
2005,10,0.106,0.060,0.066,0.053,
2005,11,0.044,0.060,0.067,0.054,
2005,12,0.040,0.060,0.067,0.054,
2006,1,0.088,0.061,0.067,0.054,
2006,2,0.064,0.061,0.068,0.054,
2006,3,0.049,0.061,0.068,0.055,
2006,4,0.028,0.061,0.068,0.055,
2006,5,0.134,0.062,0.068,0.055,
2006,6,0.098,0.062,0.069,0.055,
2006,7,0.051,0.062,0.069,0.056,
2006,8,0.079,0.062,0.069,0.056,
2006,9,0.105,0.063,0.069,0.056,
2006,10,0.087,0.063,0.070,0.056,
2006,11,0.074,0.063,0.070,0.056,
2006,12,0.013,0.063,0.070,0.057,
2007,1,0.034,0.064,0.070,0.057,
2007,2,-0.028,0.064,0.071,0.057,
2007,3,-0.064,0.064,0.071,0.057,
2007,4,0.102,0.064,0.071,0.058,
2007,5,0.028,0.065,0.071,0.058,
2007,6,0.107,0.065,0.072,0.058,
2007,7,0.069,0.065,0.072,0.058,
2007,8,0.062,0.065,0.072,0.059,
2007,9,0.026,0.066,0.072,0.059,
2007,10,0.068,0.066,0.073,0.059,
2007,11,0.024,0.066,0.073,0.059,
2007,12,0.011,0.066,0.073,0.060,
2008,1,0.039,0.067,0.073,0.060,
2008,2,0.030,0.067,0.074,0.060,
2008,3,0.025,0.067,0.074,0.060,
2008,4,0.017,0.067,0.074,0.060,
2008,5,0.140,0.068,0.074,0.061,
2008,6,0.068,0.068,0.075,0.061,
2008,7,0.057,0.068,0.075,0.061,
2008,8,0.097,0.068,0.075,0.061,
2008,9,0.062,0.069,0.075,0.062,
2008,10,0.086,0.069,0.076,0.062,
2008,11,0.061,0.069,0.076,0.062,
2008,12,0.006,0.069,0.076,0.062,
2009,1,0.038,0.069,0.076,0.063,
2009,2,0.084,0.070,0.077,0.063,
2009,3,0.040,0.070,0.077,0.063,
2009,4,0.058,0.070,0.077,0.063,
2009,5,0.034,0.070,0.077,0.064,
2009,6,0.153,0.071,0.078,0.064,
2009,7,0.152,0.071,0.078,0.064,
2009,10,0.138,0.072,0.079,0.065,
2009,11,0.115,0.072,0.079,0.065,
2009,12,0.121,0.072,0.079,0.065,
2010,1,0.187,0.072,0.079,0.065,
2010,2,0.239,0.073,0.080,0.066,
2010,3,0.280,0.073,0.080,0.066,
2010,4,0.167,0.073,0.080,0.066,
2010,5,0.109,0.073,0.080,0.066,
2010,6,0.120,0.074,0.081,0.067,
2010,7,0.104,0.074,0.081,0.067,
2010,8,0.105,0.074,0.081,0.067,
2010,9,0.120,0.074,0.081,0.067,
2010,10,0.123,0.075,0.082,0.068,
2010,11,0.124,0.075,0.082,0.068,
2010,12,0.194,0.075,0.082,0.068,
2011,1,0.137,0.075,0.082,0.068,
2011,2,0.107,0.076,0.083,0.068,
2011,3,0.069,0.076,0.083,0.069,
2011,4,0.089,0.076,0.083,0.069,
2011,5,0.161,0.076,0.084,0.069,
2011,6,0.158,0.077,0.084,0.069,
2011,7,0.139,0.077,0.084,0.070,
2011,8,0.158,0.077,0.084,0.070,
2011,9,0.106,0.077,0.085,0.070,
2011,10,0.162,0.078,0.085,0.070,
2011,11,0.060,0.078,0.085,0.071,
2011,12,0.058,0.078,0.085,0.071,
2012,1,0.053,0.078,0.086,0.071,
2012,2,0.058,0.079,0.086,0.071,
2012,3,0.058,0.079,0.086,0.072,
2012,4,0.120,0.079,0.086,0.072,
2012,5,0.065,0.079,0.087,0.072,
2012,6,0.168,0.080,0.087,0.072,
2012,7,0.111,0.080,0.087,0.072,
2012,8,0.099,0.080,0.087,0.073,
2012,9,0.062,0.080,0.088,0.073,
2012,10,0.126,0.081,0.088,0.073,
2012,11,0.104,0.081,0.088,0.073,
2012,12,0.163,0.081,0.088,0.074,
2013,1,0.030,0.081,0.089,0.074,
2013,2,0.088,0.081,0.089,0.074,
2013,3,0.220,0.082,0.089,0.074,
2013,4,0.054,0.082,0.089,0.075,
2013,5,0.060,0.082,0.090,0.075,
2013,6,0.114,0.082,0.090,0.075,
2013,7,0.140,0.083,0.090,0.075,
2013,8,0.113,0.083,0.090,0.076,
2013,9,0.106,0.083,0.091,0.076,
2013,10,0.094,0.083,0.091,0.076,
2013,11,0.011,0.084,0.091,0.076,
2013,12,0.050,0.084,0.091,0.076,
2014,1,0.058,0.084,0.092,0.077,
2014,2,0.023,0.084,0.092,0.077,
2014,3,0.049,0.085,0.092,0.077,
2014,4,0.084,0.085,0.092,0.077,
2014,5,0.124,0.085,0.093,0.078,
2014,6,0.108,0.085,0.093,0.078,
2014,7,0.084,0.086,0.093,0.078,
2014,8,0.111,0.086,0.093,0.078,
2014,9,0.086,0.086,0.094,0.079,
2014,10,0.167,0.086,0.094,0.079,
2014,11,0.082,0.087,0.094,0.079,
2014,12,0.119,0.087,0.094,0.079,
2015,1,0.045,0.087,0.095,0.080,
2015,2,0.051,0.087,0.095,0.080,
2015,3,-0.045,0.088,0.095,0.080,
2015,4,0.040,0.088,0.095,0.080,
2015,5,-0.002,0.088,0.096,0.080,
2015,6,0.059,0.088,0.096,0.081,
2015,7,0.141,0.089,0.096,0.081,
2015,8,0.108,0.089,0.096,0.081,
2015,9,0.103,0.089,0.097,0.081,
2015,10,0.111,0.089,0.097,0.082,
2015,11,0.038,0.090,0.097,0.082,
2015,12,0.095,0.090,0.098,0.082,
2016,1,0.141,0.090,0.098,0.082,
2016,2,0.102,0.090,0.098,0.083,
2016,3,0.093,0.091,0.098,0.083,
2016,4,0.103,0.091,0.099,0.083,
2016,5,0.087,0.091,0.099,0.083,
2016,6,0.098,0.091,0.099,0.083,
2016,7,0.101,0.092,0.099,0.084,
2016,8,0.072,0.092,0.100,0.084,
2016,9,0.104,0.092,0.100,0.084,
2016,10,0.118,0.092,0.100,0.084,
2016,11,0.099,0.092,0.100,0.085,
2016,12,0.083,0.093,0.101,0.085,
2017,1,0.110,0.093,0.101,0.085,
2017,2,0.136,0.093,0.101,0.085,
2017,3,0.023,0.093,0.101,0.086,
2017,4,0.142,0.094,0.102,0.086,
2017,5,0.189,0.094,0.102,0.086,
2017,6,0.122,0.094,0.102,0.086,
2017,8,0.101,0.095,0.103,0.087,
2017,9,0.141,0.095,0.103,0.087,
2017,10,0.081,0.095,0.103,0.087,
2017,11,0.093,0.095,0.103,0.087,
2017,12,0.043,0.096,0.104,0.088,
2018,1,0.021,0.096,0.104,0.088,
2018,2,0.011,0.096,0.104,0.088,
2018,3,0.286,0.096,0.104,0.088,
2018,4,0.093,0.097,0.105,0.089,
2018,5,0.086,0.097,0.105,0.089,
2018,6,0.130,0.097,0.105,0.089,
2018,7,0.078,0.097,0.105,0.089,
2018,8,0.136,0.098,0.106,0.090,
2018,9,0.143,0.098,0.106,0.090,
2018,10,0.131,0.098,0.106,0.090,
2018,11,0.106,0.098,0.106,0.090,
2018,12,0.130,0.099,0.107,0.091,
2019,1,0.134,0.099,0.107,0.091,
2019,2,0.051,0.099,0.107,0.091,
2019,3,0.085,0.099,0.107,0.091,
2019,4,0.084,0.100,0.108,0.091,
2019,5,0.161,0.100,0.108,0.092,
2019,6,0.143,0.100,0.108,0.092,
2019,7,0.159,0.100,0.108,0.092,
2019,8,0.140,0.101,0.109,0.092,
2019,9,0.124,0.101,0.109,0.093,
2019,10,0.200,0.101,0.109,0.093,
2019,11,0.137,0.101,0.109,0.093,
2019,12,0.146,0.102,0.110,0.093,
2020,1,0.157,0.102,0.110,0.094,
2020,2,0.117,0.102,0.110,0.094,
2020,3,0.139,0.102,0.111,0.094,
2020,4,0.215,0.103,0.111,0.094,
2020,5,0.067,0.103,0.111,0.095,
2020,6,0.109,0.103,0.111,0.095,
2020,7,0.154,0.103,0.112,0.095,
2020,8,0.133,0.104,0.112,0.095,
2020,9,0.103,0.104,0.112,0.095,
2020,10,0.086,0.104,0.112,0.096,
2020,11,0.060,0.104,0.113,0.096,
2020,12,0.147,0.104,0.113,0.096,
2021,1,0.212,0.105,0.113,0.096,
2021,2,0.150,0.105,0.113,0.097,
2021,3,0.019,0.105,0.114,0.097,
2021,4,0.144,0.105,0.114,0.097,
2021,5,0.057,0.106,0.114,0.097,
2021,6,0.064,0.106,0.114,0.098,
2021,7,0.156,0.106,0.115,0.098,
2021,8,0.142,0.106,0.115,0.098,
